User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
0eae163d,181,1,148.42,3,1,2,312,General
0ec44907,12,1,113.97,5,1,2,512,General
0eeae089,308,1,102.88,1,1,2,112,At Risk
0ef29560,318,1,108.82,1,1,2,112,At Risk
0f083239,309,1,97.31,1,1,2,112,At Risk
0f11e6c8,51,1,436.28,5,1,5,515,General
0f2949c3,320,1,68.07,1,1,1,111,At Risk
0f32a6f6,109,1,176.47,4,1,3,413,General
0f78333d,79,1,232.25,4,1,3,413,General
0f8a805d,36,1,116.06,5,1,2,512,General
0fd2f768,241,1,422.38,2,1,5,215,General
0fe10855,36,1,26.77,5,1,1,511,General
0ffb9389,58,1,55.71,5,1,1,511,General
1.10E+244,228,1,109.24,2,1,2,212,General
1.28E+07,134,1,247.21,3,1,4,314,General
1.78E+05,123,1,27.76,4,1,1,411,General
101938a5,34,1,112.28,5,1,2,512,General
104bedf9,71,1,141.4,4,1,2,412,General
104cbed3,217,1,472.29,2,1,5,215,General
10801644,67,1,64.08,4,1,1,411,General
108549a1,282,1,417.89,1,1,5,115,At Risk
1097aa00,11,1,78.97,5,1,1,511,General
109dbd80,275,1,60.28,1,1,1,111,At Risk
10a9dfd0,245,1,367.5,2,1,5,215,General
10b6a453,85,1,418.08,4,1,5,415,General
10c04728,292,1,146.96,1,1,2,112,At Risk
10c31378,82,1,18.67,4,1,1,411,General
10dd7b6a,210,1,102.25,2,1,2,212,General
10ed87b2,198,1,231.09,2,1,3,213,General
10ff6293,295,1,255.53,1,1,4,114,At Risk
1100831a,104,1,272.18,4,1,4,414,General
11105ad4,277,1,307.03,1,1,4,114,At Risk
1117a729,68,1,60.76,4,1,1,411,General
11541d26,192,1,327.24,3,1,5,315,General
116383a9,184,1,35.59,3,1,1,311,General
11692893,112,1,129.31,4,1,2,412,General
116fecb8,264,1,122.66,1,1,2,112,At Risk
1171aed4,109,1,418.54,4,1,5,415,General
117c47ed,15,1,427.95,5,1,5,515,General
11a0b7bc,322,1,36.16,1,1,1,111,At Risk
11ba2467,169,1,48.4,3,1,1,311,General
11c8bf8b,220,1,26.55,2,1,1,211,General
11ca9164,145,1,317.61,3,1,4,314,General
11d1ef2a,178,1,140.4,3,1,2,312,General
121bdf3e,170,1,163.61,3,1,3,313,General
122abbd7,189,1,142.07,3,1,2,312,General
124627c9,231,1,184.09,2,1,3,213,General
12574fb0,208,1,15.4,2,1,1,211,General
125e7014,303,1,265.07,1,1,4,114,At Risk
12772337,239,1,73.06,2,1,1,211,General
127d2dcd,317,1,62.51,1,1,1,111,At Risk
128b6828,73,1,150.66,4,1,2,412,General
128c7985,260,1,105.46,1,1,2,112,At Risk
129e1ecd,183,1,148.84,3,1,2,312,General
12a6e549,43,1,52.46,5,1,1,511,General
12ada465,272,1,211.69,1,1,3,113,At Risk
12ae16a2,193,1,196.2,3,1,3,313,General
1304dddb,174,1,225.2,3,1,3,313,General
1332dbc8,317,1,106.14,1,1,2,112,At Risk
133c23df,13,1,175.15,5,1,3,513,General
133c8a19,271,1,467.03,1,1,5,115,At Risk
1342567a,262,1,186.93,1,1,3,113,At Risk
134aa3c5,263,1,197.66,1,1,3,113,At Risk
13649191,199,1,284.14,2,1,4,214,General
1365196,109,1,190.88,4,1,3,413,General
137307da,217,1,86.13,2,1,2,212,General
13a9654a,205,1,77.41,2,1,1,211,General
13c26270,116,1,111.78,4,1,2,412,General
13d4dd27,323,1,221.24,1,1,3,113,At Risk
13ea1730,270,1,262.7,1,1,4,114,At Risk
13fcb9dd,319,1,106.5,1,1,2,112,At Risk
14008bb0,306,1,42.32,1,1,1,111,At Risk
14033a78,93,1,44.39,4,1,1,411,General
140e089c,186,1,410.41,3,1,5,315,General
144ac601,39,1,154.7,5,1,2,512,General
145a48bb,184,1,121.13,3,1,2,312,General
146e7249,66,1,417.51,4,1,5,415,General
14841db0,42,1,219.41,5,1,3,513,General
148a6381,168,1,456.74,3,1,5,315,General
148aa401,231,1,95.38,2,1,2,212,General
14974d49,3,1,280.33,5,1,4,514,General
14a322ad,157,1,130.03,3,1,2,312,General
14a4d873,288,1,254.46,1,1,4,114,At Risk
14aa33f8,106,1,148.06,4,1,2,412,General
14c9d3be,249,1,306.48,2,1,4,214,General
14f20acd,112,1,165.92,4,1,3,413,General
14fe692a,303,1,63.67,1,1,1,111,At Risk
15212d1e,193,1,144.13,3,1,2,312,General
152a3010,31,1,202.46,5,1,3,513,General
15375b7a,246,1,23.31,2,1,1,211,General
155fe399,246,1,210.88,2,1,3,213,General
1584b5d6,257,1,16.36,2,1,1,211,General
158b7b45,18,1,466.62,5,1,5,515,General
158df4de,50,1,188.09,5,1,3,513,General
158e8085,138,1,112.45,3,1,2,312,General
15b5e873,284,1,150.18,1,1,2,112,At Risk
15bbabf3,1,1,13.82,5,1,1,511,General
15de560d,256,1,133.42,2,1,2,212,General
15e54ccd,73,1,141.13,4,1,2,412,General
15eb948c,306,1,466.36,1,1,5,115,At Risk
160a70d8,88,1,47.98,4,1,1,411,General
161325fd,195,1,282.17,3,1,4,314,General
1624e787,83,1,193.8,4,1,3,413,General
16424ec7,233,1,160.09,2,1,2,212,General
16589213,69,1,61.27,4,1,1,411,General
1672d24e,16,1,379.89,5,1,5,515,General
1699a74b,89,1,292.37,4,1,4,414,General
16b4c497,225,1,112.59,2,1,2,212,General
16c8c193,48,1,118.16,5,1,2,512,General
16cf536e,123,1,301.12,4,1,4,414,General
16dc2dab,150,1,164.53,3,1,3,313,General
16dc86bb,5,1,265.2,5,1,4,514,General
16ed50f6,9,1,177.92,5,1,3,513,General
170d8114,151,1,49.86,3,1,1,311,General
1711938b,318,1,229.31,1,1,3,113,At Risk
17136587,64,1,357.92,4,1,5,415,General
171a2e71,6,1,294.6,5,1,4,514,General
171c325f,152,1,177.59,3,1,3,313,General
17206a14,46,1,315.53,5,1,4,514,General
172bd712,234,1,364.25,2,1,5,215,General
172f1fe0,298,1,186.27,1,1,3,113,At Risk
1738af2a,75,1,266.57,4,1,4,414,General
1739fa0d,317,1,118.81,1,1,2,112,At Risk
173a7d55,224,1,470.33,2,1,5,215,General
1744051f,80,1,185.48,4,1,3,413,General
17542880,11,1,268.83,5,1,4,514,General
175607aa,54,1,8.97,5,1,1,511,General
17579278,310,1,232.78,1,1,3,113,At Risk
176bbab8,68,1,198.39,4,1,3,413,General
178fed2d,18,1,300.52,5,1,4,514,General
17935504,310,1,377.15,1,1,5,115,At Risk
179ae4c5,235,1,304.65,2,1,4,214,General
17a03a8e,160,1,135.75,3,1,2,312,General
17cca69e,58,1,63.28,5,1,1,511,General
17ea7752,232,1,13.42,2,1,1,211,General
17ec5173,267,1,243.7,1,1,4,114,At Risk
180900bc,23,1,204.23,5,1,3,513,General
18283fe9,158,1,181.55,3,1,3,313,General
1828fb43,282,1,250.23,1,1,4,114,At Risk
183b54fb,43,1,153.31,5,1,2,512,General
18571441,173,1,268.14,3,1,4,314,General
185a8f78,31,1,146.09,5,1,2,512,General
18611bb6,93,1,119.95,4,1,2,412,General
186f1145,258,1,311.41,2,1,4,214,General
187108d8,310,1,61.98,1,1,1,111,At Risk
18729857,198,1,362.05,2,1,5,215,General
1885865d,234,1,187.07,2,1,3,213,General
1886386b,250,1,77.07,2,1,1,211,General
188c6595,9,1,22.6,5,1,1,511,General
188cb370,221,1,221.56,2,1,3,213,General
189129b3,135,1,29.74,3,1,1,311,General
18a5f861,145,1,175.87,3,1,3,313,General
18a7315f,309,1,386.97,1,1,5,115,At Risk
18b2a6ae,253,1,373.65,2,1,5,215,General
18ce10b0,116,1,123.68,4,1,2,412,General
18ceee25,76,1,309.36,4,1,4,414,General
18e92cc0,302,1,104.37,1,1,2,112,At Risk
18fa5e20,107,1,350.6,4,1,5,415,General
190628ce,262,1,238.29,1,1,4,114,At Risk
191c2795,51,1,229.32,5,1,3,513,General
19250ed7,321,1,120.25,1,1,2,112,At Risk
192edd4e,255,1,30.49,2,1,1,211,General
192f4b21,295,1,155.77,1,1,2,112,At Risk
1943f27c,257,1,257.57,2,1,4,214,General
194aa278,139,1,321.57,3,1,4,314,General
194fe55b,32,1,196.54,5,1,3,513,General
195e0c14,60,1,166.75,5,1,3,513,General
1962082e,116,1,453.66,4,1,5,415,General
19649d6c,118,1,124.78,4,1,2,412,General
1966801,71,1,193.81,4,1,3,413,General
19769f0e,245,1,285.42,2,1,4,214,General
19c7efc6,161,1,334.51,3,1,5,315,General
19d43000,313,1,39.49,1,1,1,111,At Risk
19dbc60e,191,1,223.51,3,1,3,313,General
19dd37b0,32,1,41.53,5,1,1,511,General
19eb99df,321,1,195.1,1,1,3,113,At Risk
1a25ef8b,160,1,222.04,3,1,3,313,General
1a29d6ef,30,1,112.08,5,1,2,512,General
1a2e9e50,269,1,185.91,1,1,3,113,At Risk
1a4639c6,274,1,208.78,1,1,3,113,At Risk
1a6c5c08,278,1,138.45,1,1,2,112,At Risk
1a6daf28,320,1,133.03,1,1,2,112,At Risk
1a7c338d,209,1,10.05,2,1,1,211,General
1a80943e,141,1,228.74,3,1,3,313,General
1a9a7605,163,1,145.37,3,1,2,312,General
1aa72558,186,1,236.44,3,1,3,313,General
1aad3236,37,1,126.88,5,1,2,512,General
1aad44bb,233,1,23.92,2,1,1,211,General
1ae291af,147,1,215.15,3,1,3,313,General
1b011b03,64,1,125.2,4,1,2,412,General
1b0c9fd0,186,1,70.54,3,1,1,311,General
1b0d38af,48,1,180.12,5,1,3,513,General
1b10748b,98,1,10.6,4,1,1,411,General
1b3596a1,66,1,315.86,4,1,4,414,General
1b4424dd,253,1,26.57,2,1,1,211,General
1b4ce378,149,1,92.53,3,1,2,312,General
1b4d6975,99,1,32.27,4,1,1,411,General
1b863eb3,155,1,107.44,3,1,2,312,General
1bc373ee,186,1,123.74,3,1,2,312,General
1bc7e890,294,1,317.6,1,1,4,114,At Risk
1bcc7d66,267,1,37.45,1,1,1,111,At Risk
1be4767d,121,1,88.3,4,1,2,412,General
1c33e307,254,1,328.06,2,1,5,215,General
1c34cc19,146,1,25.38,3,1,1,311,General
1c4f3915,61,1,236.84,5,1,4,514,General
1c56848e,114,1,228.36,4,1,3,413,General
1c587631,287,1,229.8,1,1,3,113,At Risk
1c5a1b59,255,1,249.5,2,1,4,214,General
1c74138b,41,1,46.12,5,1,1,511,General
1c816115,12,1,50.52,5,1,1,511,General
1c87705a,103,1,120.89,4,1,2,412,General
1c959928,268,1,226.65,1,1,3,113,At Risk
1c98d9cb,74,1,241.98,4,1,4,414,General
1cb03de1,136,1,83.6,3,1,2,312,General
1cbd0192,187,1,458.39,3,1,5,315,General
1cf3407d,32,1,112.43,5,1,2,512,General
1cf64412,271,1,423.28,1,1,5,115,At Risk
1d08f709,306,1,353.97,1,1,5,115,At Risk
1d0d42ed,321,1,409.44,1,1,5,115,At Risk
1d10d5a7,268,1,103.23,1,1,2,112,At Risk
1d146f4a,120,1,332.89,4,1,5,415,General
1d2c993f,55,1,295.6,5,1,4,514,General
1d360f7f,217,1,34.87,2,1,1,211,General
1d3b4cbd,178,1,323.68,3,1,4,314,General
1d431cd4,42,1,126.06,5,1,2,512,General
1d5adb9d,13,1,459.22,5,1,5,515,General
1d750630,244,1,368.7,2,1,5,215,General
1d800681,285,1,79.22,1,1,1,111,At Risk
1d8925f0,108,1,394.59,4,1,5,415,General
1dac4ff2,144,1,433.94,3,1,5,315,General
1dc9d0b0,301,1,457.68,1,1,5,115,At Risk
1ddc65f3,320,1,376.52,1,1,5,115,At Risk
1defd3b1,107,1,389.76,4,1,5,415,General
1e02db52,321,1,323.99,1,1,4,114,At Risk
1e0f3878,256,1,248.46,2,1,4,214,General
1e119afc,68,1,66.04,4,1,1,411,General
1e2104bf,56,1,33.48,5,1,1,511,General
1e362183,5,1,313.36,5,1,4,514,General
1e5bd791,240,1,259.12,2,1,4,214,General
1e6e48c2,106,1,183.9,4,1,3,413,General
1e77e045,7,1,366.93,5,1,5,515,General
1e8db66c,268,1,12.81,1,1,1,111,At Risk
1e93ade3,175,1,437.65,3,1,5,315,General
1e9fc577,167,1,138.04,3,1,2,312,General
1ec05b76,24,1,196.42,5,1,3,513,General
1ec3ff2a,41,1,280.16,5,1,4,514,General
1ee3dec3,89,1,218.5,4,1,3,413,General
1f28730f,219,1,117.79,2,1,2,212,General
1f4fbea8,44,1,75.58,5,1,1,511,General
1f5cc3ae,94,1,42.17,4,1,1,411,General
1f77f62c,134,1,119.98,3,1,2,312,General
1f830c14,14,1,117.91,5,1,2,512,General
1f9e6a6c,42,1,201.05,5,1,3,513,General
1fb7f40c,223,1,188.6,2,1,3,213,General
1fd91234,31,1,22.83,5,1,1,511,General
2.14E+173,295,1,435.96,1,1,5,115,At Risk
204fab33,259,1,258.92,1,1,4,114,At Risk
20556324,223,1,93.41,2,1,2,212,General
205a7efe,51,1,237.14,5,1,4,514,General
20603af4,130,1,114.6,3,1,2,312,General
2063936e,28,1,477.48,5,1,5,515,General
20797b76,206,1,495.02,2,1,5,215,General
2081a750,81,1,144.58,4,1,2,412,General
20838914,145,1,350.86,3,1,5,315,General
20951b9c,80,1,103.11,4,1,2,412,General
209791,193,1,10.32,3,1,1,311,General
2097921f,133,1,172.28,3,1,3,313,General
20a19ba6,128,1,79.59,4,1,1,411,General
20a55aba,118,1,321.11,4,1,4,414,General
20af9383,7,1,207.18,5,1,3,513,General
20eef2f5,217,1,129.53,2,1,2,212,General
2157ff60,226,1,212.26,2,1,3,213,General
215a7f76,283,1,138.95,1,1,2,112,At Risk
215d2ce2,215,1,367.94,2,1,5,215,General
21946755,61,1,286.63,5,1,4,514,General
219cee6a,84,1,268.69,4,1,4,414,General
21bb3317,139,1,82.45,3,1,1,311,General
21bf6170,181,1,351.16,3,1,5,315,General
21d9914c,181,1,166.55,3,1,3,313,General
21e0291a,279,1,315.67,1,1,4,114,At Risk
21ee3aaf,267,1,433.41,1,1,5,115,At Risk
2213103b,2,1,375.81,5,1,5,515,General
221a9af4,124,1,54.03,4,1,1,411,General
222d2020,222,1,243.77,2,1,4,214,General
223e1e33,319,1,39.56,1,1,1,111,At Risk
226d02cd,203,1,321.01,2,1,4,214,General
22814487,271,1,286.23,1,1,4,114,At Risk
22830113,298,1,245.73,1,1,4,114,At Risk
22898985,239,1,243.49,2,1,4,214,General
22b16d50,26,1,124.03,5,1,2,512,General
22cc7cea,137,1,370.53,3,1,5,315,General
22ce90f0,257,1,338.0,2,1,5,215,General
22d18844,123,1,234.64,4,1,3,413,General
22d2eefa,255,1,157.17,2,1,2,212,General
22dccae1,258,1,394.02,2,1,5,215,General
22f0569f,238,1,283.14,2,1,4,214,General
22fef1b5,43,1,362.77,5,1,5,515,General
234be188,119,1,209.81,4,1,3,413,General
2359eacf,149,1,186.79,3,1,3,313,General
238fba4a,177,1,124.21,3,1,2,312,General
23921511,295,1,229.27,1,1,3,113,At Risk
23b03fac,9,1,12.22,5,1,1,511,General
23b8db27,73,1,350.58,4,1,5,415,General
23b9515e,105,1,78.77,4,1,1,411,General
23c2d847,156,1,214.75,3,1,3,313,General
23d9f470,155,1,117.67,3,1,2,312,General
23e22794,121,1,115.89,4,1,2,412,General
23e6b564,67,1,54.3,4,1,1,411,General
23e711df,299,1,294.81,1,1,4,114,At Risk
23e8e15d,142,1,74.23,3,1,1,311,General
23eb2059,307,1,231.0,1,1,3,113,At Risk
2403105a,160,1,303.91,3,1,4,314,General
2421a3f6,15,1,264.49,5,1,4,514,General
2428050,250,1,286.33,2,1,4,214,General
24315376,89,1,188.78,4,1,3,413,General
244380ac,80,1,79.82,4,1,1,411,General
244e736c,70,1,120.58,4,1,2,412,General
24615a11,228,1,18.17,2,1,1,211,General
247db661,70,1,251.48,4,1,4,414,General
2498a9ec,313,1,54.95,1,1,1,111,At Risk
249fb3ec,118,1,205.3,4,1,3,413,General
24adcd0d,300,1,31.09,1,1,1,111,At Risk
24af6c3e,40,1,32.29,5,1,1,511,General
24c878ae,17,1,87.88,5,1,2,512,General
24d2a786,52,1,242.15,5,1,4,514,General
24f2c911,172,1,251.09,3,1,4,314,General
24f89561,130,1,61.27,3,1,1,311,General
251c90d9,114,1,233.25,4,1,3,413,General
257a8ce9,260,1,234.0,1,1,3,113,At Risk
257af577,107,1,285.38,4,1,4,414,General
25804b99,155,1,11.38,3,1,1,311,General
2589f4a9,73,1,241.97,4,1,4,414,General
259e5ade,140,1,272.29,3,1,4,314,General
25a0d325,19,1,254.59,5,1,4,514,General
25a1921e,102,1,313.14,4,1,4,414,General
25f82afb,262,1,89.55,1,1,2,112,At Risk
25f8c79a,127,1,428.28,4,1,5,415,General
260c8ec5,170,1,19.29,3,1,1,311,General
26503871,31,1,153.45,5,1,2,512,General
26525a44,299,1,169.49,1,1,3,113,At Risk
267cacf2,35,1,12.81,5,1,1,511,General
268cf1de,72,1,244.73,4,1,4,414,General
2697b3d8,263,1,116.64,1,1,2,112,At Risk
26a29655,236,1,128.35,2,1,2,212,General
26bc1cc6,242,1,300.25,2,1,4,214,General
26d5be1a,48,1,324.09,5,1,4,514,General
26dd0325,138,1,280.17,3,1,4,314,General
27016f42,70,1,232.25,4,1,3,413,General
2726ae9c,60,1,254.69,5,1,4,514,General
27299b68,187,1,181.96,3,1,3,313,General
2736921c,137,1,270.52,3,1,4,314,General
2753195e,3,1,97.3,5,1,2,512,General
276261b1,245,1,38.05,2,1,1,211,General
276c64b5,189,1,28.77,3,1,1,311,General
27974553,220,1,299.89,2,1,4,214,General
2799503e,34,1,445.94,5,1,5,515,General
27a4d0b6,141,1,93.17,3,1,2,312,General
27b48e7c,268,1,247.88,1,1,4,114,At Risk
27bb9508,129,1,362.98,3,1,5,315,General
27dd0710,60,1,34.66,5,1,1,511,General
